sample_name	target	off_target	off_target_cosine	off_target_rank	source
dec_JAK1_0626	JAK1	TYK2	0.1679	74	exact
dec_JAK2_0634	JAK2	JAK1	0.2782	28	exact
dec_JAK2_0634	JAK2	JAK3	0.2729	60	exact
dec_JAK2_0634	JAK2	TYK2	0.2998	16	exact
dec_JAK2_0635	JAK2	JAK1	0.2379	6	exact
dec_JAK2_0635	JAK2	JAK3	0.1792	99	exact
dec_JAK2_0635	JAK2	TYK2	0.1600	103	exact
dec_JAK2_0636	JAK2	JAK1	0.2645	4	exact
dec_JAK2_0636	JAK2	JAK3	0.1593		exact
dec_JAK2_0636	JAK2	TYK2	0.2182	55	exact
dec_JAK2_0637	JAK2	JAK1	0.2238	118	exact
dec_JAK2_0637	JAK2	JAK3	0.2820	43	exact
dec_JAK2_0637	JAK2	TYK2	0.2433	48	exact
dec_JAK2_0638	JAK2	JAK1	0.2699	3	exact
dec_JAK2_0638	JAK2	JAK3	0.1340		exact
dec_JAK2_0638	JAK2	TYK2	0.1922	73	exact
dec_JAK2_0639	JAK2	JAK1	0.2664	3	exact
dec_JAK2_0639	JAK2	JAK3	0.2354	78	exact
dec_JAK2_0639	JAK2	TYK2	0.1839	109	exact
dec_JAK2_0640	JAK2	JAK1	0.2560	4	exact
dec_JAK2_0640	JAK2	JAK3	0.1331		exact
dec_JAK2_0640	JAK2	TYK2	0.1658	102	exact
dec_JAK2_0642	JAK2	JAK1	0.2424	15	exact
dec_JAK2_0642	JAK2	JAK3	0.1471		exact
dec_JAK2_0642	JAK2	TYK2	0.1779	99	exact
dec_JAK2_0643	JAK2	JAK1	0.2815	2	exact
dec_JAK2_0643	JAK2	JAK3	0.1272		exact
dec_JAK2_0643	JAK2	TYK2	0.1694	63	exact
dec_JAK2_0644	JAK2	JAK1	0.2401	14	exact
dec_JAK2_0644	JAK2	JAK3	0.1484		exact
dec_JAK2_0644	JAK2	TYK2	0.1768	85	exact
dec_JAK2_0645	JAK2	JAK1	0.2854	2	exact
dec_JAK2_0645	JAK2	JAK3	0.1331		exact
dec_JAK2_0645	JAK2	TYK2	0.1805	46	exact
dec_JAK2_0647	JAK2	JAK1	0.2480		exact
dec_JAK2_0647	JAK2	JAK3	0.2827	76	exact
dec_JAK2_0647	JAK2	TYK2	0.2692	12	exact
dec_JAK2_0648	JAK2	JAK1	0.2087	49	exact
dec_JAK2_0648	JAK2	JAK3	0.2366	12	exact
dec_JAK2_0648	JAK2	TYK2	0.1969		exact
dec_JAK2_0649	JAK2	JAK1	0.2431	5	exact
dec_JAK2_0649	JAK2	JAK3	0.2202	41	exact
dec_JAK2_0649	JAK2	TYK2	0.2130	57	exact
dec_JAK2_0650	JAK2	JAK1	0.2720	2	exact
dec_JAK2_0650	JAK2	JAK3	0.1323		exact
dec_JAK2_0650	JAK2	TYK2	0.1725	106	exact
dec_JAK2_0651	JAK2	JAK1	0.2456	8	exact
dec_JAK2_0651	JAK2	JAK3	0.2736	12	exact
dec_JAK2_0651	JAK2	TYK2	0.2716	5	exact
dec_JAK2_0652	JAK2	JAK1	0.2544	12	exact
dec_JAK2_0652	JAK2	JAK3	0.1885	103	exact
dec_JAK2_0652	JAK2	TYK2	0.2011	95	exact
dec_JAK2_0653	JAK2	JAK1	0.2704	2	exact
dec_JAK2_0653	JAK2	JAK3	0.1615		exact
dec_JAK2_0653	JAK2	TYK2	0.1780	95	exact
dec_JAK2_0654	JAK2	JAK1	0.2704	2	exact
dec_JAK2_0654	JAK2	JAK3	0.1898	117	exact
dec_JAK2_0654	JAK2	TYK2	0.1728	114	exact
dec_JAK2_0655	JAK2	JAK1	0.2965	2	exact
dec_JAK2_0655	JAK2	JAK3	0.1740	96	exact
dec_JAK2_0655	JAK2	TYK2	0.1789	95	exact
dec_JAK2_0656	JAK2	JAK1	0.2557	4	exact
dec_JAK2_0656	JAK2	JAK3	0.2904	8	exact
dec_JAK2_0656	JAK2	TYK2	0.2442	13	exact
dec_JAK2_0657	JAK2	JAK1	0.2704	2	exact
dec_JAK2_0657	JAK2	JAK3	0.2238	85	exact
dec_JAK2_0657	JAK2	TYK2	0.1750	106	exact
dec_JAK2_0658	JAK2	JAK1	0.1628		exact
dec_JAK2_0658	JAK2	JAK3	0.2451	65	exact
dec_JAK2_0658	JAK2	TYK2	0.2208	68	exact
dec_JAK2_0659	JAK2	JAK1	0.2646	2	exact
dec_JAK2_0659	JAK2	JAK3	0.1537	120	exact
dec_JAK2_0659	JAK2	TYK2	0.1784	111	exact
dec_JAK2_0660	JAK2	JAK1	0.2300	66	exact
dec_JAK2_0660	JAK2	JAK3	0.2539	4	exact
dec_JAK2_0660	JAK2	TYK2	0.2240	88	exact
dec_JAK2_0661	JAK2	JAK1	0.2271	67	exact
dec_JAK2_0661	JAK2	JAK3	0.2468	63	exact
dec_JAK2_0661	JAK2	TYK2	0.2144	77	exact
dec_JAK2_0662	JAK2	JAK1	0.2147	5	exact
dec_JAK2_0662	JAK2	JAK3	0.2383	129	exact
dec_JAK2_0662	JAK2	TYK2	0.2369	139	exact
dec_JAK2_0663	JAK2	JAK1	0.2553	5	exact
dec_JAK2_0663	JAK2	JAK3	0.0902		exact
dec_JAK2_0663	JAK2	TYK2	0.1646	33	exact
dec_JAK2_0664	JAK2	JAK1	0.2584	4	exact
dec_JAK2_0664	JAK2	JAK3	0.1111		exact
dec_JAK2_0664	JAK2	TYK2	0.1756	56	exact
dec_JAK2_0665	JAK2	JAK1	0.2762	2	exact
dec_JAK2_0665	JAK2	JAK3	0.2343	26	exact
dec_JAK2_0665	JAK2	TYK2	0.2105	38	exact
dec_JAK2_0666	JAK2	JAK1	0.2916	2	exact
dec_JAK2_0666	JAK2	JAK3	0.1432		exact
dec_JAK2_0666	JAK2	TYK2	0.1751	113	exact
dec_JAK2_0667	JAK2	JAK1	0.2478	4	exact
dec_JAK2_0667	JAK2	JAK3	0.1181		exact
dec_JAK2_0667	JAK2	TYK2	0.1678		exact
dec_JAK2_0668	JAK2	JAK1	0.2111	44	exact
dec_JAK2_0668	JAK2	JAK3	0.2676	31	exact
dec_JAK2_0668	JAK2	TYK2	0.2199	43	exact
dec_JAK2_0669	JAK2	JAK1	0.2558	13	exact
dec_JAK2_0669	JAK2	JAK3	0.1355		exact
dec_JAK2_0669	JAK2	TYK2	0.1571	60	exact
dec_JAK2_0670	JAK2	JAK1	0.2646	2	exact
dec_JAK2_0670	JAK2	JAK3	0.1305		exact
dec_JAK2_0670	JAK2	TYK2	0.1568	71	exact
dec_JAK2_0671	JAK2	JAK1	0.2518	3	exact
dec_JAK2_0671	JAK2	JAK3	0.2184	78	exact
dec_JAK2_0671	JAK2	TYK2	0.1729	103	exact
dec_JAK2_0672	JAK2	JAK1	0.2487	3	exact
dec_JAK2_0672	JAK2	JAK3	0.1601	102	exact
dec_JAK2_0672	JAK2	TYK2	0.1642	97	exact
dec_JAK2_0673	JAK2	JAK1	0.2724	2	exact
dec_JAK2_0673	JAK2	JAK3	0.1476		exact
dec_JAK2_0673	JAK2	TYK2	0.1837	89	exact
dec_JAK2_0674	JAK2	JAK1	0.2564	2	exact
dec_JAK2_0674	JAK2	JAK3	0.1449		exact
dec_JAK2_0674	JAK2	TYK2	0.1783	109	exact
dec_JAK2_0675	JAK2	JAK1	0.2486	12	exact
dec_JAK2_0675	JAK2	JAK3	0.2032	107	exact
dec_JAK2_0675	JAK2	TYK2	0.1702	113	exact
dec_JAK2_0676	JAK2	JAK1	0.2715	2	exact
dec_JAK2_0676	JAK2	JAK3	0.2246	75	exact
dec_JAK2_0676	JAK2	TYK2	0.1866	73	exact
dec_JAK2_0677	JAK2	JAK1	0.2645	2	exact
dec_JAK2_0677	JAK2	JAK3	0.1364		exact
dec_JAK2_0677	JAK2	TYK2	0.1792	55	exact
dec_JAK2_0678	JAK2	JAK1	0.2861	2	exact
dec_JAK2_0678	JAK2	JAK3	0.1466		exact
dec_JAK2_0678	JAK2	TYK2	0.1930	76	exact
dec_JAK2_0679	JAK2	JAK1	0.2489	3	exact
dec_JAK2_0679	JAK2	JAK3	0.2370	74	exact
dec_JAK2_0679	JAK2	TYK2	0.1708	75	exact
dec_JAK2_0680	JAK2	JAK1	0.2671	2	exact
dec_JAK2_0680	JAK2	JAK3	0.1996	105	exact
dec_JAK2_0680	JAK2	TYK2	0.2103	90	exact
dec_JAK2_0681	JAK2	JAK1	0.2525	3	exact
dec_JAK2_0681	JAK2	JAK3	0.2096	71	exact
dec_JAK2_0681	JAK2	TYK2	0.1781	74	exact
dec_JAK2_0682	JAK2	JAK1	0.2745	2	exact
dec_JAK2_0682	JAK2	JAK3	0.1124		exact
dec_JAK2_0682	JAK2	TYK2	0.1624	60	exact
dec_JAK2_0683	JAK2	JAK1	0.2087		exact
dec_JAK2_0683	JAK2	JAK3	0.1820		exact
dec_JAK2_0683	JAK2	TYK2	0.2324	16	exact
dec_JAK2_0684	JAK2	JAK1	0.2521	4	exact
dec_JAK2_0684	JAK2	JAK3	0.2573	9	exact
dec_JAK2_0684	JAK2	TYK2	0.2227	8	exact
dec_JAK2_0686	JAK2	JAK1	0.2336	27	exact
dec_JAK2_0686	JAK2	JAK3	0.1355		exact
dec_JAK2_0686	JAK2	TYK2	0.1649		exact
dec_JAK2_0687	JAK2	JAK1	0.2411	5	exact
dec_JAK2_0687	JAK2	JAK3	0.2540	8	exact
dec_JAK2_0687	JAK2	TYK2	0.2325	7	exact
dec_JAK2_0688	JAK2	JAK1	0.2571	19	exact
dec_JAK2_0688	JAK2	JAK3	0.1486		exact
dec_JAK2_0688	JAK2	TYK2	0.1538		exact
dec_JAK2_0689	JAK2	JAK1	0.2202	30	exact
dec_JAK2_0689	JAK2	JAK3	0.1896	125	exact
dec_JAK2_0689	JAK2	TYK2	0.1843	102	exact
dec_JAK2_0690	JAK2	JAK1	0.2954	2	exact
dec_JAK2_0690	JAK2	JAK3	0.2023	68	exact
dec_JAK2_0690	JAK2	TYK2	0.1978	72	exact
dec_JAK2_0691	JAK2	JAK1	0.2323	49	exact
dec_JAK2_0691	JAK2	JAK3	0.1889	70	exact
dec_JAK2_0691	JAK2	TYK2	0.1855		exact
dec_JAK2_0692	JAK2	JAK1	0.2065	86	exact
dec_JAK2_0692	JAK2	JAK3	0.2281	8	exact
dec_JAK2_0692	JAK2	TYK2	0.2125	52	exact
dec_JAK2_0693	JAK2	JAK1	0.2436	6	exact
dec_JAK2_0693	JAK2	JAK3	0.1940		exact
dec_JAK2_0693	JAK2	TYK2	0.2288	20	exact
dec_JAK2_0694	JAK2	JAK1	0.2660	2	exact
dec_JAK2_0694	JAK2	JAK3	0.1610		exact
dec_JAK2_0694	JAK2	TYK2	0.1470		exact
dec_JAK2_0695	JAK2	JAK1	0.2488	11	exact
dec_JAK2_0695	JAK2	JAK3	0.2523	38	exact
dec_JAK2_0695	JAK2	TYK2	0.1902	137	exact
dec_JAK2_0696	JAK2	JAK1	0.1769		exact
dec_JAK2_0696	JAK2	JAK3	0.1931		exact
dec_JAK2_0696	JAK2	TYK2	0.1963		exact
dec_JAK2_0697	JAK2	JAK1	0.1739	38	exact
dec_JAK2_0697	JAK2	JAK3	0.1931	53	exact
dec_JAK2_0697	JAK2	TYK2	0.1429	49	exact
dec_JAK2_0698	JAK2	JAK1	0.2481	2	exact
dec_JAK2_0698	JAK2	JAK3	0.2262	78	exact
dec_JAK2_0698	JAK2	TYK2	0.1704	108	exact
dec_JAK2_0699	JAK2	JAK1	0.2373	3	exact
dec_JAK2_0699	JAK2	JAK3	0.1368		exact
dec_JAK2_0699	JAK2	TYK2	0.1511	103	exact
dec_JAK2_0700	JAK2	JAK1	0.2543	2	exact
dec_JAK2_0700	JAK2	JAK3	0.1455	110	exact
dec_JAK2_0700	JAK2	TYK2	0.1649	93	exact
dec_JAK2_0701	JAK2	JAK1	0.2433	4	exact
dec_JAK2_0701	JAK2	JAK3	0.2551	7	exact
dec_JAK2_0701	JAK2	TYK2	0.2113	9	exact
dec_JAK2_0702	JAK2	JAK1	0.2369	4	exact
dec_JAK2_0702	JAK2	JAK3	0.2332	18	exact
dec_JAK2_0702	JAK2	TYK2	0.2430	7	exact
dec_JAK2_0703	JAK2	JAK1	0.2523	3	exact
dec_JAK2_0703	JAK2	JAK3	0.2643	28	exact
dec_JAK2_0703	JAK2	TYK2	0.1794	104	exact
dec_JAK2_0704	JAK2	JAK1	0.2392	3	exact
dec_JAK2_0704	JAK2	JAK3	0.2357	37	exact
dec_JAK2_0704	JAK2	TYK2	0.1675	137	exact
dec_JAK2_0705	JAK2	JAK1	0.2367	3	exact
dec_JAK2_0705	JAK2	JAK3	0.1299	115	exact
dec_JAK2_0705	JAK2	TYK2	0.1491	109	exact
dec_JAK2_0706	JAK2	JAK1	0.1871	110	exact
dec_JAK2_0706	JAK2	JAK3	0.2524	10	exact
dec_JAK2_0706	JAK2	TYK2	0.2274	21	exact
dec_JAK2_0707	JAK2	JAK1	0.2553	6	exact
dec_JAK2_0707	JAK2	JAK3	0.2782	3	exact
dec_JAK2_0707	JAK2	TYK2	0.2067	101	exact
dec_JAK2_0708	JAK2	JAK1	0.2178	21	exact
dec_JAK2_0708	JAK2	JAK3	0.1001		exact
dec_JAK2_0708	JAK2	TYK2	0.1447		exact
dec_JAK2_0710	JAK2	JAK1	0.2454	2	exact
dec_JAK2_0710	JAK2	JAK3	0.1232		exact
dec_JAK2_0710	JAK2	TYK2	0.1597	43	exact
dec_JAK2_0711	JAK2	JAK1	0.2627	10	exact
dec_JAK2_0711	JAK2	JAK3	0.2329	60	exact
dec_JAK2_0711	JAK2	TYK2	0.1874	135	exact
dec_JAK2_0712	JAK2	JAK1	0.2553	6	exact
dec_JAK2_0712	JAK2	JAK3	0.2782	3	exact
dec_JAK2_0712	JAK2	TYK2	0.2067	101	exact
dec_JAK2_0713	JAK2	JAK1	0.2178	21	exact
dec_JAK2_0713	JAK2	JAK3	0.1001		exact
dec_JAK2_0713	JAK2	TYK2	0.1447		exact
dec_JAK2_0715	JAK2	JAK1	0.2454	2	exact
dec_JAK2_0715	JAK2	JAK3	0.1232		exact
dec_JAK2_0715	JAK2	TYK2	0.1597	43	exact
dec_JAK3_0722	JAK3	JAK1	0.2423	71	exact
dec_JAK3_0722	JAK3	JAK2	0.2391	68	exact
dec_JAK3_0722	JAK3	TYK2	0.2466	72	exact
dec_JAK3_0724	JAK3	JAK1	0.2676	78	exact
dec_JAK3_0724	JAK3	JAK2	0.2913	38	exact
dec_JAK3_0724	JAK3	TYK2	0.2104	138	exact
dec_JAK3_0725	JAK3	JAK1	0.2590	6	exact
dec_JAK3_0725	JAK3	JAK2	0.2297	36	exact
dec_JAK3_0725	JAK3	TYK2	0.2625	8	exact
dec_JAK3_0726	JAK3	JAK1	0.2477	40	exact
dec_JAK3_0726	JAK3	JAK2	0.2539	37	exact
dec_JAK3_0726	JAK3	TYK2	0.2349	76	exact
dec_JAK3_0728	JAK3	JAK1	0.2186	92	exact
dec_JAK3_0728	JAK3	JAK2	0.2299	51	exact
dec_JAK3_0728	JAK3	TYK2	0.2035		exact
dec_JAK3_0729	JAK3	JAK1	0.2044	89	exact
dec_JAK3_0729	JAK3	JAK2	0.2172	46	exact
dec_JAK3_0729	JAK3	TYK2	0.1912		exact
dec_JAK3_0730	JAK3	JAK1	0.2072		exact
dec_JAK3_0730	JAK3	JAK2	0.2443	41	exact
dec_JAK3_0730	JAK3	TYK2	0.2181		exact
dec_JAK3_0731	JAK3	JAK1	0.2688	3	exact
dec_JAK3_0731	JAK3	JAK2	0.2284	34	exact
dec_JAK3_0731	JAK3	TYK2	0.2424	7	exact
dec_JAK3_0732	JAK3	JAK1	0.2241		exact
dec_JAK3_0732	JAK3	JAK2	0.2495	47	exact
dec_JAK3_0732	JAK3	TYK2	0.2665	12	exact
dec_JAK3_0733	JAK3	JAK1	0.1797		exact
dec_JAK3_0733	JAK3	JAK2	0.2186		exact
dec_JAK3_0733	JAK3	TYK2	0.1890		exact
dec_JAK3_0734	JAK3	JAK1	0.2465	4	exact
dec_JAK3_0734	JAK3	JAK2	0.2384	32	exact
dec_JAK3_0734	JAK3	TYK2	0.1928	73	exact
dec_JAK3_0735	JAK3	JAK1	0.1454		exact
dec_JAK3_0735	JAK3	JAK2	0.1432		exact
dec_JAK3_0735	JAK3	TYK2	0.1558		exact
dec_JAK3_0736	JAK3	JAK1	0.2736	3	exact
dec_JAK3_0736	JAK3	JAK2	0.2241	42	exact
dec_JAK3_0736	JAK3	TYK2	0.2132	47	exact
dec_JAK3_0737	JAK3	JAK1	0.2232		exact
dec_JAK3_0737	JAK3	JAK2	0.2429	71	exact
dec_JAK3_0737	JAK3	TYK2	0.2454	66	exact
dec_JAK3_0738	JAK3	JAK1	0.2433	6	exact
dec_JAK3_0738	JAK3	JAK2	0.2702	3	exact
dec_JAK3_0738	JAK3	TYK2	0.2168	53	exact
dec_JAK3_0739	JAK3	JAK1	0.1601		exact
dec_JAK3_0739	JAK3	JAK2	0.2157	78	exact
dec_JAK3_0739	JAK3	TYK2	0.2071	93	exact
dec_JAK3_0741	JAK3	JAK1	0.2175	30	exact
dec_JAK3_0741	JAK3	JAK2	0.2016	36	exact
dec_JAK3_0741	JAK3	TYK2	0.2140	32	exact
dec_JAK3_0742	JAK3	JAK1	0.2075	37	exact
dec_JAK3_0742	JAK3	JAK2	0.2099	36	exact
dec_JAK3_0742	JAK3	TYK2	0.1939	63	exact
dec_JAK3_0743	JAK3	JAK1	0.1798		exact
dec_JAK3_0743	JAK3	JAK2	0.1948	37	exact
dec_JAK3_0743	JAK3	TYK2	0.1856		exact
dec_JAK3_0744	JAK3	JAK1	0.1688		exact
dec_JAK3_0744	JAK3	JAK2	0.1853	39	exact
dec_JAK3_0744	JAK3	TYK2	0.1911	72	exact
dec_JAK3_0745	JAK3	JAK1	0.1612		exact
dec_JAK3_0745	JAK3	JAK2	0.1774	48	exact
dec_JAK3_0745	JAK3	TYK2	0.1841		exact
dec_JAK3_0746	JAK3	JAK1	0.2678	4	exact
dec_JAK3_0746	JAK3	JAK2	0.2684	5	exact
dec_JAK3_0746	JAK3	TYK2	0.2319	17	exact
dec_JAK3_0747	JAK3	JAK1	0.1953		exact
dec_JAK3_0747	JAK3	JAK2	0.1853		exact
dec_JAK3_0747	JAK3	TYK2	0.2714	3	exact
dec_JAK3_0748	JAK3	JAK1	0.1627		exact
dec_JAK3_0748	JAK3	JAK2	0.1810	51	exact
dec_JAK3_0748	JAK3	TYK2	0.1521		exact
dec_JAK3_0749	JAK3	JAK1	0.2360	4	exact
dec_JAK3_0749	JAK3	JAK2	0.2362	5	exact
dec_JAK3_0749	JAK3	TYK2	0.2222	10	exact
dec_JAK3_0750	JAK3	JAK1	0.0914		exact
dec_JAK3_0750	JAK3	JAK2	0.1301		exact
dec_JAK3_0750	JAK3	TYK2	0.1541		exact
dec_JAK3_0751	JAK3	JAK1	0.1505		exact
dec_JAK3_0751	JAK3	JAK2	0.1684	51	exact
dec_JAK3_0751	JAK3	TYK2	0.1563		exact
dec_JAK3_0752	JAK3	JAK1	0.2577	3	exact
dec_JAK3_0752	JAK3	JAK2	0.2454	12	exact
dec_JAK3_0752	JAK3	TYK2	0.2413	9	exact
dec_JAK3_0753	JAK3	JAK1	0.1246		exact
dec_JAK3_0753	JAK3	JAK2	0.1365		exact
dec_JAK3_0753	JAK3	TYK2	0.1501		exact
dec_JAK3_0754	JAK3	JAK1	0.2523	3	exact
dec_JAK3_0754	JAK3	JAK2	0.2471	5	exact
dec_JAK3_0754	JAK3	TYK2	0.2248	15	exact
dec_JAK3_0755	JAK3	JAK1	0.2987	3	exact
dec_JAK3_0755	JAK3	JAK2	0.3012	4	exact
dec_JAK3_0755	JAK3	TYK2	0.2068	35	exact
dec_JAK3_0756	JAK3	JAK1	0.2566	3	exact
dec_JAK3_0756	JAK3	JAK2	0.2430	5	exact
dec_JAK3_0756	JAK3	TYK2	0.2279	10	exact
dec_JAK3_0757	JAK3	JAK1	0.2025	49	exact
dec_JAK3_0757	JAK3	JAK2	0.1985		exact
dec_JAK3_0757	JAK3	TYK2	0.2189	40	exact
dec_JAK3_0758	JAK3	JAK1	0.1886	46	exact
dec_JAK3_0758	JAK3	JAK2	0.1741	53	exact
dec_JAK3_0758	JAK3	TYK2	0.1973	43	exact
dec_JAK3_0759	JAK3	JAK1	0.2252	5	exact
dec_JAK3_0759	JAK3	JAK2	0.2167	8	exact
dec_JAK3_0759	JAK3	TYK2	0.2320	3	exact
dec_JAK3_0760	JAK3	JAK1	0.1634		exact
dec_JAK3_0760	JAK3	JAK2	0.1743	49	exact
dec_JAK3_0760	JAK3	TYK2	0.1538		exact
dec_JAK3_0761	JAK3	JAK1	0.2032		exact
dec_JAK3_0761	JAK3	JAK2	0.1921		exact
dec_JAK3_0761	JAK3	TYK2	0.1746		exact
dec_JAK3_0762	JAK3	JAK1	0.2681	2	exact
dec_JAK3_0762	JAK3	JAK2	0.2590	6	exact
dec_JAK3_0762	JAK3	TYK2	0.2330	8	exact
dec_JAK3_0763	JAK3	JAK1	0.2849	17	exact
dec_JAK3_0763	JAK3	JAK2	0.2475	69	exact
dec_JAK3_0763	JAK3	TYK2	0.2293	70	exact
dec_JAK3_0764	JAK3	JAK1	0.2518	9	exact
dec_JAK3_0764	JAK3	JAK2	0.2602	5	exact
dec_JAK3_0764	JAK3	TYK2	0.2263		exact
dec_JAK3_0765	JAK3	JAK1	0.0947		exact
dec_JAK3_0765	JAK3	JAK2	0.1398		exact
dec_JAK3_0765	JAK3	TYK2	0.1594		exact
dec_JAK3_0766	JAK3	JAK1	0.2039		exact
dec_JAK3_0766	JAK3	JAK2	0.2308	18	exact
dec_JAK3_0766	JAK3	TYK2	0.2163	54	exact
dec_JAK3_0767	JAK3	JAK1	0.1863	111	exact
dec_JAK3_0767	JAK3	JAK2	0.2624	49	exact
dec_JAK3_0767	JAK3	TYK2	0.2386	66	exact
dec_JAK3_0768	JAK3	JAK1	0.2488	3	exact
dec_JAK3_0768	JAK3	JAK2	0.2408	5	exact
dec_JAK3_0768	JAK3	TYK2	0.2186	9	exact
dec_JAK3_0769	JAK3	JAK1	0.1274		exact
dec_JAK3_0769	JAK3	JAK2	0.1366		exact
dec_JAK3_0769	JAK3	TYK2	0.1628		exact
dec_JAK3_0770	JAK3	JAK1	0.1507		exact
dec_JAK3_0770	JAK3	JAK2	0.1279		exact
dec_JAK3_0770	JAK3	TYK2	0.1642		exact
dec_JAK3_0771	JAK3	JAK1	0.2290	4	exact
dec_JAK3_0771	JAK3	JAK2	0.2348	5	exact
dec_JAK3_0771	JAK3	TYK2	0.2183	9	exact
dec_JAK3_0772	JAK3	JAK1	0.2161	21	exact
dec_JAK3_0772	JAK3	JAK2	0.1793		exact
dec_JAK3_0772	JAK3	TYK2	0.2460	5	exact
dec_JAK3_0773	JAK3	JAK1	0.2491	3	exact
dec_JAK3_0773	JAK3	JAK2	0.1628	45	exact
dec_JAK3_0773	JAK3	TYK2	0.1672	46	exact
dec_JAK3_0774	JAK3	JAK1	0.1911	83	exact
dec_JAK3_0774	JAK3	JAK2	0.2083	36	exact
dec_JAK3_0774	JAK3	TYK2	0.2086	62	exact
dec_JAK3_0776	JAK3	JAK1	0.2397	8	exact
dec_JAK3_0776	JAK3	JAK2	0.2488	6	exact
dec_JAK3_0776	JAK3	TYK2	0.2589	4	exact
dec_JAK3_0777	JAK3	JAK1	0.1637		exact
dec_JAK3_0777	JAK3	JAK2	0.1610	49	exact
dec_JAK3_0777	JAK3	TYK2	0.1712	39	exact
dec_JAK3_0778	JAK3	JAK1	0.1560		exact
dec_JAK3_0778	JAK3	JAK2	0.1703		exact
dec_JAK3_0778	JAK3	TYK2	0.1971		exact
dec_JAK3_0779	JAK3	JAK1	0.2522	3	exact
dec_JAK3_0779	JAK3	JAK2	0.2346	39	exact
dec_JAK3_0779	JAK3	TYK2	0.1960	104	exact
dec_JAK3_0780	JAK3	JAK1	0.2428	49	exact
dec_JAK3_0780	JAK3	JAK2	0.2141		exact
dec_JAK3_0780	JAK3	TYK2	0.3246	2	exact
dec_JAK3_0781	JAK3	JAK1	0.1959	32	exact
dec_JAK3_0781	JAK3	JAK2	0.1698	62	exact
dec_JAK3_0781	JAK3	TYK2	0.1877	40	exact
dec_JAK3_0782	JAK3	JAK1	0.2450	3	exact
dec_JAK3_0782	JAK3	JAK2	0.2440	14	exact
dec_JAK3_0782	JAK3	TYK2	0.1707	135	exact
dec_JAK3_0783	JAK3	JAK1	0.2173	140	exact
dec_JAK3_0783	JAK3	JAK2	0.2361	47	exact
dec_JAK3_0783	JAK3	TYK2	0.2474	27	exact
dec_JAK3_0785	JAK3	JAK1	0.2409	5	exact
dec_JAK3_0785	JAK3	JAK2	0.2289	44	exact
dec_JAK3_0785	JAK3	TYK2	0.2848	2	exact
dec_JAK3_0786	JAK3	JAK1	0.2135	50	exact
dec_JAK3_0786	JAK3	JAK2	0.2252	63	exact
dec_JAK3_0786	JAK3	TYK2	0.1978	75	exact
dec_JAK3_0787	JAK3	JAK1	0.2416	8	exact
dec_JAK3_0787	JAK3	JAK2	0.2333	35	exact
dec_JAK3_0787	JAK3	TYK2	0.1783	137	exact
dec_JAK3_0788	JAK3	JAK1	0.2303	18	exact
dec_JAK3_0788	JAK3	JAK2	0.2114	55	exact
dec_JAK3_0788	JAK3	TYK2	0.1618	138	exact
dec_JAK3_0789	JAK3	JAK1	0.2322	12	exact
dec_JAK3_0789	JAK3	JAK2	0.2053	37	exact
dec_JAK3_0789	JAK3	TYK2	0.1731	104	exact
dec_JAK3_0790	JAK3	JAK1	0.2290	6	exact
dec_JAK3_0790	JAK3	JAK2	0.2492	3	exact
dec_JAK3_0790	JAK3	TYK2	0.1918	81	exact
dec_JAK3_0791	JAK3	JAK1	0.2512	6	exact
dec_JAK3_0791	JAK3	JAK2	0.2530	7	exact
dec_JAK3_0791	JAK3	TYK2	0.2784	2	exact
dec_JAK3_0792	JAK3	JAK1	0.1761	71	exact
dec_JAK3_0792	JAK3	JAK2	0.1779	37	exact
dec_JAK3_0792	JAK3	TYK2	0.1820	70	exact
dec_JAK3_0793	JAK3	JAK1	0.2372	67	exact
dec_JAK3_0793	JAK3	JAK2	0.2866	2	exact
dec_JAK3_0793	JAK3	TYK2	0.2495	20	exact
dec_JAK3_0794	JAK3	JAK1	0.1378		exact
dec_JAK3_0794	JAK3	JAK2	0.1574		exact
dec_JAK3_0794	JAK3	TYK2	0.1611		exact
dec_JAK3_0795	JAK3	JAK1	0.1483		exact
dec_JAK3_0795	JAK3	JAK2	0.1451		exact
dec_JAK3_0795	JAK3	TYK2	0.1590		exact
dec_JAK3_0796	JAK3	JAK1	0.1761	71	exact
dec_JAK3_0796	JAK3	JAK2	0.1779	37	exact
dec_JAK3_0796	JAK3	TYK2	0.1820	70	exact
dec_JAK3_0797	JAK3	JAK1	0.1923		exact
dec_JAK3_0797	JAK3	JAK2	0.2272	38	exact
dec_JAK3_0797	JAK3	TYK2	0.2271	20	exact
dec_JAK3_0798	JAK3	JAK1	0.2372	67	exact
dec_JAK3_0798	JAK3	JAK2	0.2866	2	exact
dec_JAK3_0798	JAK3	TYK2	0.2495	20	exact
dec_MAP2K1_0805	MAP2K1	TGFBR1	0.0272		exact
dec_MAP2K1_0805	MAP2K1	MAP2K3	0.1435		exact
dec_MAP2K1_0805	MAP2K1	MAP2K4	0.2713	23	exact
dec_MAP2K1_0805	MAP2K1	MAP2K5			missing
dec_MAP2K1_0805	MAP2K1	MAP2K6	0.1516		exact
dec_MAP2K1_0805	MAP2K1	MAP2K7	0.0582		exact
dec_MAP2K1_0805	MAP2K1	KDR	0.0694		exact
dec_MAP2K1_0806	MAP2K1	TGFBR1	0.0813		exact
