sample_name	target	off_target	off_target_pidx	cosine
dec_PARP1_0956	PARP1	PARP2	19677	0.3266
dec_PARP1_0956	PARP1	PARP3	19815	0.3405
dec_PARP1_0956	PARP1	TNKS1		
dec_PARP1_0956	PARP1	TNKS2	19434	0.2426
dec_PARP1_0957	PARP1	PARP2	19677	0.3361
dec_PARP1_0957	PARP1	PARP3	19815	0.2849
dec_PARP1_0957	PARP1	TNKS1		
dec_PARP1_0957	PARP1	TNKS2	19434	0.2607
dec_PARP1_0958	PARP1	PARP2	19677	0.2844
dec_PARP1_0958	PARP1	PARP3	19815	0.3154
dec_PARP1_0958	PARP1	TNKS1		
dec_PARP1_0958	PARP1	TNKS2	19434	0.2346
dec_PARP1_0959	PARP1	PARP2	19677	0.3053
dec_PARP1_0959	PARP1	PARP3	19815	0.3071
dec_PARP1_0959	PARP1	TNKS1		
dec_PARP1_0959	PARP1	TNKS2	19434	0.1931
dec_PARP1_0960	PARP1	PARP2	19677	0.3133
dec_PARP1_0960	PARP1	PARP3	19815	0.3206
dec_PARP1_0960	PARP1	TNKS1		
dec_PARP1_0960	PARP1	TNKS2	19434	0.1799
dec_PARP1_0961	PARP1	PARP2	19677	0.2532
dec_PARP1_0961	PARP1	PARP3	19815	0.2502
dec_PARP1_0961	PARP1	TNKS1		
dec_PARP1_0961	PARP1	TNKS2	19434	0.2082
dec_PARP1_0962	PARP1	PARP2	19677	0.2606
dec_PARP1_0962	PARP1	PARP3	19815	0.3061
dec_PARP1_0962	PARP1	TNKS1		
dec_PARP1_0962	PARP1	TNKS2	19434	0.1995
dec_PARP1_0963	PARP1	PARP2	19677	0.3176
dec_PARP1_0963	PARP1	PARP3	19815	0.3398
dec_PARP1_0963	PARP1	TNKS1		
dec_PARP1_0963	PARP1	TNKS2	19434	0.2659
dec_PARP1_0964	PARP1	PARP2	19677	0.3203
dec_PARP1_0964	PARP1	PARP3	19815	0.3078
dec_PARP1_0964	PARP1	TNKS1		
dec_PARP1_0964	PARP1	TNKS2	19434	0.1935
dec_PARP1_0965	PARP1	PARP2	19677	0.3046
dec_PARP1_0965	PARP1	PARP3	19815	0.2483
dec_PARP1_0965	PARP1	TNKS1		
dec_PARP1_0965	PARP1	TNKS2	19434	0.2459
dec_PARP1_0966	PARP1	PARP2	19677	0.3136
dec_PARP1_0966	PARP1	PARP3	19815	0.3066
dec_PARP1_0966	PARP1	TNKS1		
dec_PARP1_0966	PARP1	TNKS2	19434	0.2533
dec_PARP1_0967	PARP1	PARP2	19677	0.2940
dec_PARP1_0967	PARP1	PARP3	19815	0.2186
dec_PARP1_0967	PARP1	TNKS1		
dec_PARP1_0967	PARP1	TNKS2	19434	0.1180
dec_PARP1_0968	PARP1	PARP2	19677	0.2901
dec_PARP1_0968	PARP1	PARP3	19815	0.2617
dec_PARP1_0968	PARP1	TNKS1		
dec_PARP1_0968	PARP1	TNKS2	19434	0.1784
dec_PARP1_0969	PARP1	PARP2	19677	0.2918
dec_PARP1_0969	PARP1	PARP3	19815	0.2817
dec_PARP1_0969	PARP1	TNKS1		
dec_PARP1_0969	PARP1	TNKS2	19434	0.2516
dec_PARP1_0970	PARP1	PARP2	19677	0.3216
dec_PARP1_0970	PARP1	PARP3	19815	0.3091
dec_PARP1_0970	PARP1	TNKS1		
dec_PARP1_0970	PARP1	TNKS2	19434	0.1996
dec_PARP1_0971	PARP1	PARP2	19677	0.2665
dec_PARP1_0971	PARP1	PARP3	19815	0.2410
dec_PARP1_0971	PARP1	TNKS1		
dec_PARP1_0971	PARP1	TNKS2	19434	0.1644
dec_PARP1_0972	PARP1	PARP2	19677	0.3308
dec_PARP1_0972	PARP1	PARP3	19815	0.2845
dec_PARP1_0972	PARP1	TNKS1		
dec_PARP1_0972	PARP1	TNKS2	19434	0.1194
dec_PARP1_0973	PARP1	PARP2	19677	0.2832
dec_PARP1_0973	PARP1	PARP3	19815	0.2256
dec_PARP1_0973	PARP1	TNKS1		
dec_PARP1_0973	PARP1	TNKS2	19434	0.1714
dec_PARP1_0974	PARP1	PARP2	19677	0.2502
dec_PARP1_0974	PARP1	PARP3	19815	0.2506
dec_PARP1_0974	PARP1	TNKS1		
dec_PARP1_0974	PARP1	TNKS2	19434	0.1690
dec_PARP1_0975	PARP1	PARP2	19677	0.3007
dec_PARP1_0975	PARP1	PARP3	19815	0.2828
dec_PARP1_0975	PARP1	TNKS1		
dec_PARP1_0975	PARP1	TNKS2	19434	0.2444
dec_PARP1_0976	PARP1	PARP2	19677	0.3267
dec_PARP1_0976	PARP1	PARP3	19815	0.2654
dec_PARP1_0976	PARP1	TNKS1		
dec_PARP1_0976	PARP1	TNKS2	19434	0.1104
dec_PARP1_0977	PARP1	PARP2	19677	0.2735
dec_PARP1_0977	PARP1	PARP3	19815	0.3201
dec_PARP1_0977	PARP1	TNKS1		
dec_PARP1_0977	PARP1	TNKS2	19434	0.1978
dec_PARP1_0978	PARP1	PARP2	19677	0.2871
dec_PARP1_0978	PARP1	PARP3	19815	0.2700
dec_PARP1_0978	PARP1	TNKS1		
dec_PARP1_0978	PARP1	TNKS2	19434	0.2065
dec_PARP1_0979	PARP1	PARP2	19677	0.3186
dec_PARP1_0979	PARP1	PARP3	19815	0.3171
dec_PARP1_0979	PARP1	TNKS1		
dec_PARP1_0979	PARP1	TNKS2	19434	0.1681
dec_PARP1_0980	PARP1	PARP2	19677	0.2868
dec_PARP1_0980	PARP1	PARP3	19815	0.3070
dec_PARP1_0980	PARP1	TNKS1		
dec_PARP1_0980	PARP1	TNKS2	19434	0.2437
dec_PARP1_0981	PARP1	PARP2	19677	0.3168
dec_PARP1_0981	PARP1	PARP3	19815	0.3131
dec_PARP1_0981	PARP1	TNKS1		
dec_PARP1_0981	PARP1	TNKS2	19434	0.1602
dec_PARP1_0982	PARP1	PARP2	19677	0.2653
dec_PARP1_0982	PARP1	PARP3	19815	0.2036
dec_PARP1_0982	PARP1	TNKS1		
dec_PARP1_0982	PARP1	TNKS2	19434	0.1382
dec_PARP1_0983	PARP1	PARP2	19677	0.3374
dec_PARP1_0983	PARP1	PARP3	19815	0.3462
dec_PARP1_0983	PARP1	TNKS1		
dec_PARP1_0983	PARP1	TNKS2	19434	0.2046
dec_PARP1_0984	PARP1	PARP2	19677	0.2642
dec_PARP1_0984	PARP1	PARP3	19815	0.2283
dec_PARP1_0984	PARP1	TNKS1		
dec_PARP1_0984	PARP1	TNKS2	19434	0.2083
dec_PARP1_0985	PARP1	PARP2	19677	0.2904
dec_PARP1_0985	PARP1	PARP3	19815	0.2650
dec_PARP1_0985	PARP1	TNKS1		
dec_PARP1_0985	PARP1	TNKS2	19434	0.1188
dec_PARP1_0986	PARP1	PARP2	19677	0.3158
dec_PARP1_0986	PARP1	PARP3	19815	0.2946
dec_PARP1_0986	PARP1	TNKS1		
dec_PARP1_0986	PARP1	TNKS2	19434	0.1807
dec_PARP1_0987	PARP1	PARP2	19677	0.2659
dec_PARP1_0987	PARP1	PARP3	19815	0.2100
dec_PARP1_0987	PARP1	TNKS1		
dec_PARP1_0987	PARP1	TNKS2	19434	0.1904
dec_PARP1_0988	PARP1	PARP2	19677	0.3160
dec_PARP1_0988	PARP1	PARP3	19815	0.3128
dec_PARP1_0988	PARP1	TNKS1		
dec_PARP1_0988	PARP1	TNKS2	19434	0.2575
dec_PARP1_0989	PARP1	PARP2	19677	0.2443
dec_PARP1_0989	PARP1	PARP3	19815	0.2185
dec_PARP1_0989	PARP1	TNKS1		
dec_PARP1_0989	PARP1	TNKS2	19434	0.1169
dec_PARP1_0990	PARP1	PARP2	19677	0.3246
dec_PARP1_0990	PARP1	PARP3	19815	0.3026
dec_PARP1_0990	PARP1	TNKS1		
dec_PARP1_0990	PARP1	TNKS2	19434	0.1490
dec_PARP1_0991	PARP1	PARP2	19677	0.2430
dec_PARP1_0991	PARP1	PARP3	19815	0.2914
dec_PARP1_0991	PARP1	TNKS1		
dec_PARP1_0991	PARP1	TNKS2	19434	0.1682
dec_PARP1_0992	PARP1	PARP2	19677	0.3097
dec_PARP1_0992	PARP1	PARP3	19815	0.3200
dec_PARP1_0992	PARP1	TNKS1		
dec_PARP1_0992	PARP1	TNKS2	19434	0.2946
dec_PARP1_0993	PARP1	PARP2	19677	0.2491
dec_PARP1_0993	PARP1	PARP3	19815	0.2396
dec_PARP1_0993	PARP1	TNKS1		
dec_PARP1_0993	PARP1	TNKS2	19434	0.1447
dec_PARP1_0994	PARP1	PARP2	19677	0.2622
dec_PARP1_0994	PARP1	PARP3	19815	0.2392
dec_PARP1_0994	PARP1	TNKS1		
dec_PARP1_0994	PARP1	TNKS2	19434	0.1603
dec_PARP1_0995	PARP1	PARP2	19677	0.2624
dec_PARP1_0995	PARP1	PARP3	19815	0.2827
dec_PARP1_0995	PARP1	TNKS1		
dec_PARP1_0995	PARP1	TNKS2	19434	0.1817
dec_PARP1_0996	PARP1	PARP2	19677	0.3345
dec_PARP1_0996	PARP1	PARP3	19815	0.3138
dec_PARP1_0996	PARP1	TNKS1		
dec_PARP1_0996	PARP1	TNKS2	19434	0.1774
dec_PARP1_0997	PARP1	PARP2	19677	0.2942
dec_PARP1_0997	PARP1	PARP3	19815	0.2698
dec_PARP1_0997	PARP1	TNKS1		
dec_PARP1_0997	PARP1	TNKS2	19434	0.1240
dec_PARP1_0998	PARP1	PARP2	19677	0.2711
dec_PARP1_0998	PARP1	PARP3	19815	0.2979
dec_PARP1_0998	PARP1	TNKS1		
dec_PARP1_0998	PARP1	TNKS2	19434	0.1421
dec_PARP1_0999	PARP1	PARP2	19677	0.2673
dec_PARP1_0999	PARP1	PARP3	19815	0.2470
dec_PARP1_0999	PARP1	TNKS1		
dec_PARP1_0999	PARP1	TNKS2	19434	0.1562
dec_PARP1_1000	PARP1	PARP2	19677	0.2511
dec_PARP1_1000	PARP1	PARP3	19815	0.1868
dec_PARP1_1000	PARP1	TNKS1		
dec_PARP1_1000	PARP1	TNKS2	19434	0.0866
dec_PARP1_1001	PARP1	PARP2	19677	0.2727
dec_PARP1_1001	PARP1	PARP3	19815	0.2601
dec_PARP1_1001	PARP1	TNKS1		
dec_PARP1_1001	PARP1	TNKS2	19434	0.1834
dec_PARP1_1002	PARP1	PARP2	19677	0.2794
dec_PARP1_1002	PARP1	PARP3	19815	0.2584
dec_PARP1_1002	PARP1	TNKS1		
dec_PARP1_1002	PARP1	TNKS2	19434	0.1600
dec_PARP1_1003	PARP1	PARP2	19677	0.3170
dec_PARP1_1003	PARP1	PARP3	19815	0.2734
dec_PARP1_1003	PARP1	TNKS1		
dec_PARP1_1003	PARP1	TNKS2	19434	0.1409
dec_PARP1_1004	PARP1	PARP2	19677	0.3045
dec_PARP1_1004	PARP1	PARP3	19815	0.2856
dec_PARP1_1004	PARP1	TNKS1		
dec_PARP1_1004	PARP1	TNKS2	19434	0.1605
dec_PARP1_1005	PARP1	PARP2	19677	0.2618
dec_PARP1_1005	PARP1	PARP3	19815	0.2609
dec_PARP1_1005	PARP1	TNKS1		
dec_PARP1_1005	PARP1	TNKS2	19434	0.2263
dec_PARP1_1006	PARP1	PARP2	19677	0.2142
dec_PARP1_1006	PARP1	PARP3	19815	0.2624
dec_PARP1_1006	PARP1	TNKS1		
dec_PARP1_1006	PARP1	TNKS2	19434	0.2107
dec_PARP1_1007	PARP1	PARP2	19677	0.3037
dec_PARP1_1007	PARP1	PARP3	19815	0.2580
dec_PARP1_1007	PARP1	TNKS1		
dec_PARP1_1007	PARP1	TNKS2	19434	0.1554
dec_PARP1_1008	PARP1	PARP2	19677	0.2855
dec_PARP1_1008	PARP1	PARP3	19815	0.2424
dec_PARP1_1008	PARP1	TNKS1		
dec_PARP1_1008	PARP1	TNKS2	19434	0.1427
dec_PARP1_1009	PARP1	PARP2	19677	0.3012
dec_PARP1_1009	PARP1	PARP3	19815	0.3196
dec_PARP1_1009	PARP1	TNKS1		
dec_PARP1_1009	PARP1	TNKS2	19434	0.2170
dec_PARP1_1010	PARP1	PARP2	19677	0.3520
dec_PARP1_1010	PARP1	PARP3	19815	0.3556
dec_PARP1_1010	PARP1	TNKS1		
dec_PARP1_1010	PARP1	TNKS2	19434	0.2091
dec_PARP1_1011	PARP1	PARP2	19677	0.2632
dec_PARP1_1011	PARP1	PARP3	19815	0.2684
dec_PARP1_1011	PARP1	TNKS1		
dec_PARP1_1011	PARP1	TNKS2	19434	0.1284
dec_PARP1_1012	PARP1	PARP2	19677	0.2830
dec_PARP1_1012	PARP1	PARP3	19815	0.2359
dec_PARP1_1012	PARP1	TNKS1		
dec_PARP1_1012	PARP1	TNKS2	19434	0.2034
dec_PARP1_1013	PARP1	PARP2	19677	0.2610
dec_PARP1_1013	PARP1	PARP3	19815	0.2585
dec_PARP1_1013	PARP1	TNKS1		
dec_PARP1_1013	PARP1	TNKS2	19434	0.2370
dec_PARP1_1014	PARP1	PARP2	19677	0.2449
dec_PARP1_1014	PARP1	PARP3	19815	0.2481
dec_PARP1_1014	PARP1	TNKS1		
dec_PARP1_1014	PARP1	TNKS2	19434	0.1722
dec_PARP1_1015	PARP1	PARP2	19677	0.3177
dec_PARP1_1015	PARP1	PARP3	19815	0.2865
dec_PARP1_1015	PARP1	TNKS1		
dec_PARP1_1015	PARP1	TNKS2	19434	0.1683
dec_PARP1_1016	PARP1	PARP2	19677	0.2810
dec_PARP1_1016	PARP1	PARP3	19815	0.2982
dec_PARP1_1016	PARP1	TNKS1		
dec_PARP1_1016	PARP1	TNKS2	19434	0.1598
dec_PARP1_1017	PARP1	PARP2	19677	0.2451
dec_PARP1_1017	PARP1	PARP3	19815	0.2010
dec_PARP1_1017	PARP1	TNKS1		
dec_PARP1_1017	PARP1	TNKS2	19434	0.0655
dec_PARP1_1018	PARP1	PARP2	19677	0.2631
dec_PARP1_1018	PARP1	PARP3	19815	0.2520
dec_PARP1_1018	PARP1	TNKS1		
dec_PARP1_1018	PARP1	TNKS2	19434	0.1440
dec_PARP1_1019	PARP1	PARP2	19677	0.3103
dec_PARP1_1019	PARP1	PARP3	19815	0.3133
dec_PARP1_1019	PARP1	TNKS1		
dec_PARP1_1019	PARP1	TNKS2	19434	0.1574
dec_PARP1_1020	PARP1	PARP2	19677	0.2429
dec_PARP1_1020	PARP1	PARP3	19815	0.2133
dec_PARP1_1020	PARP1	TNKS1		
dec_PARP1_1020	PARP1	TNKS2	19434	0.1677
dec_PARP1_1021	PARP1	PARP2	19677	0.2659
dec_PARP1_1021	PARP1	PARP3	19815	0.2438
dec_PARP1_1021	PARP1	TNKS1		
dec_PARP1_1021	PARP1	TNKS2	19434	0.1125
dec_PARP1_1022	PARP1	PARP2	19677	0.2506
dec_PARP1_1022	PARP1	PARP3	19815	0.2510
dec_PARP1_1022	PARP1	TNKS1		
dec_PARP1_1022	PARP1	TNKS2	19434	0.2376
dec_PARP1_1023	PARP1	PARP2	19677	0.2986
dec_PARP1_1023	PARP1	PARP3	19815	0.2729
dec_PARP1_1023	PARP1	TNKS1		
dec_PARP1_1023	PARP1	TNKS2	19434	0.2559
dec_PARP1_1024	PARP1	PARP2	19677	0.2534
dec_PARP1_1024	PARP1	PARP3	19815	0.2176
dec_PARP1_1024	PARP1	TNKS1		
dec_PARP1_1024	PARP1	TNKS2	19434	0.2315
dec_PARP1_1025	PARP1	PARP2	19677	0.2592
dec_PARP1_1025	PARP1	PARP3	19815	0.2740
dec_PARP1_1025	PARP1	TNKS1		
dec_PARP1_1025	PARP1	TNKS2	19434	0.1635
dec_PARP1_1026	PARP1	PARP2	19677	0.2909
dec_PARP1_1026	PARP1	PARP3	19815	0.2777
dec_PARP1_1026	PARP1	TNKS1		
dec_PARP1_1026	PARP1	TNKS2	19434	0.2234
dec_PARP1_1027	PARP1	PARP2	19677	0.3071
dec_PARP1_1027	PARP1	PARP3	19815	0.2750
dec_PARP1_1027	PARP1	TNKS1		
dec_PARP1_1027	PARP1	TNKS2	19434	0.1227
dec_PARP1_1028	PARP1	PARP2	19677	0.2583
dec_PARP1_1028	PARP1	PARP3	19815	0.2287
dec_PARP1_1028	PARP1	TNKS1		
dec_PARP1_1028	PARP1	TNKS2	19434	0.1609
dec_PARP1_1029	PARP1	PARP2	19677	0.2838
dec_PARP1_1029	PARP1	PARP3	19815	0.2557
dec_PARP1_1029	PARP1	TNKS1		
dec_PARP1_1029	PARP1	TNKS2	19434	0.1003
dec_PARP1_1030	PARP1	PARP2	19677	0.2839
dec_PARP1_1030	PARP1	PARP3	19815	0.2787
dec_PARP1_1030	PARP1	TNKS1		
dec_PARP1_1030	PARP1	TNKS2	19434	0.1202
dec_PARP1_1031	PARP1	PARP2	19677	0.2265
dec_PARP1_1031	PARP1	PARP3	19815	0.2112
dec_PARP1_1031	PARP1	TNKS1		
dec_PARP1_1031	PARP1	TNKS2	19434	0.1738
dec_PARP1_1032	PARP1	PARP2	19677	0.2008
dec_PARP1_1032	PARP1	PARP3	19815	0.2351
dec_PARP1_1032	PARP1	TNKS1		
dec_PARP1_1032	PARP1	TNKS2	19434	0.1236
dec_PARP1_1033	PARP1	PARP2	19677	0.2405
dec_PARP1_1033	PARP1	PARP3	19815	0.2121
dec_PARP1_1033	PARP1	TNKS1		
dec_PARP1_1033	PARP1	TNKS2	19434	0.1123
dec_PARP1_1034	PARP1	PARP2	19677	0.2444
dec_PARP1_1034	PARP1	PARP3	19815	0.2190
dec_PARP1_1034	PARP1	TNKS1		
dec_PARP1_1034	PARP1	TNKS2	19434	0.1756
dec_PARP1_1035	PARP1	PARP2	19677	0.2357
dec_PARP1_1035	PARP1	PARP3	19815	0.2460
dec_PARP1_1035	PARP1	TNKS1		
dec_PARP1_1035	PARP1	TNKS2	19434	0.0840
dec_PARP1_1036	PARP1	PARP2	19677	0.2659
dec_PARP1_1036	PARP1	PARP3	19815	0.2605
dec_PARP1_1036	PARP1	TNKS1		
dec_PARP1_1036	PARP1	TNKS2	19434	0.1120
dec_PARP1_1037	PARP1	PARP2	19677	0.2405
dec_PARP1_1037	PARP1	PARP3	19815	0.2121
dec_PARP1_1037	PARP1	TNKS1		
dec_PARP1_1037	PARP1	TNKS2	19434	0.1123
dec_PARP1_1038	PARP1	PARP2	19677	0.2444
dec_PARP1_1038	PARP1	PARP3	19815	0.2190
dec_PARP1_1038	PARP1	TNKS1		
dec_PARP1_1038	PARP1	TNKS2	19434	0.1756
dec_PARP1_1039	PARP1	PARP2	19677	0.2900
dec_PARP1_1039	PARP1	PARP3	19815	0.2923
dec_PARP1_1039	PARP1	TNKS1		
dec_PARP1_1039	PARP1	TNKS2	19434	0.2985
dec_PARP1_1040	PARP1	PARP2	19677	0.2357
dec_PARP1_1040	PARP1	PARP3	19815	0.2460
dec_PARP1_1040	PARP1	TNKS1		
dec_PARP1_1040	PARP1	TNKS2	19434	0.0840
dec_PARP2_1047	PARP2	PARP1	20400	0.2950
dec_PARP2_1047	PARP2	PARP3	19815	0.3500
dec_PARP2_1047	PARP2	TNKS1		
dec_PARP2_1047	PARP2	TNKS2	19434	0.1812
dec_PARP2_1048	PARP2	PARP1	20400	0.3392
dec_PARP2_1048	PARP2	PARP3	19815	0.3454
dec_PARP2_1048	PARP2	TNKS1		
dec_PARP2_1048	PARP2	TNKS2	19434	0.1935
dec_PARP2_1049	PARP2	PARP1	20400	0.3396
dec_PARP2_1049	PARP2	PARP3	19815	0.3063
dec_PARP2_1049	PARP2	TNKS1		
dec_PARP2_1049	PARP2	TNKS2	19434	0.2045
dec_PARP2_1050	PARP2	PARP1	20400	0.3088
dec_PARP2_1050	PARP2	PARP3	19815	0.3138
dec_PARP2_1050	PARP2	TNKS1		
dec_PARP2_1050	PARP2	TNKS2	19434	0.1774
dec_PARP2_1051	PARP2	PARP1	20400	0.2961
dec_PARP2_1051	PARP2	PARP3	19815	0.3580
dec_PARP2_1051	PARP2	TNKS1		
dec_PARP2_1051	PARP2	TNKS2	19434	0.2037
dec_PARP2_1052	PARP2	PARP1	20400	0.3081
dec_PARP2_1052	PARP2	PARP3	19815	0.2920
dec_PARP2_1052	PARP2	TNKS1		
dec_PARP2_1052	PARP2	TNKS2	19434	0.1584
dec_PARP2_1053	PARP2	PARP1	20400	0.2967
dec_PARP2_1053	PARP2	PARP3	19815	0.3533
dec_PARP2_1053	PARP2	TNKS1		
dec_PARP2_1053	PARP2	TNKS2	19434	0.2144
dec_PARP2_1054	PARP2	PARP1	20400	0.2754
dec_PARP2_1054	PARP2	PARP3	19815	0.2791
dec_PARP2_1054	PARP2	TNKS1		
dec_PARP2_1054	PARP2	TNKS2	19434	0.1303
dec_PARP2_1055	PARP2	PARP1	20400	0.2755
dec_PARP2_1055	PARP2	PARP3	19815	0.3148
dec_PARP2_1055	PARP2	TNKS1		
dec_PARP2_1055	PARP2	TNKS2	19434	0.1458
dec_PARP2_1056	PARP2	PARP1	20400	0.2942
dec_PARP2_1056	PARP2	PARP3	19815	0.3020
dec_PARP2_1056	PARP2	TNKS1		
dec_PARP2_1056	PARP2	TNKS2	19434	0.1851
dec_PARP2_1057	PARP2	PARP1	20400	0.3052
dec_PARP2_1057	PARP2	PARP3	19815	0.2793
dec_PARP2_1057	PARP2	TNKS1		
dec_PARP2_1057	PARP2	TNKS2	19434	0.3382
dec_PARP2_1058	PARP2	PARP1	20400	0.2968
dec_PARP2_1058	PARP2	PARP3	19815	0.2644
dec_PARP2_1058	PARP2	TNKS1		
dec_PARP2_1058	PARP2	TNKS2	19434	0.1427
dec_PARP2_1059	PARP2	PARP1	20400	0.2890
dec_PARP2_1059	PARP2	PARP3	19815	0.2881
dec_PARP2_1059	PARP2	TNKS1		
dec_PARP2_1059	PARP2	TNKS2	19434	0.1036
dec_PARP2_1060	PARP2	PARP1	20400	0.3287
dec_PARP2_1060	PARP2	PARP3	19815	0.3091
dec_PARP2_1060	PARP2	TNKS1		
dec_PARP2_1060	PARP2	TNKS2	19434	0.1996
dec_PARP2_1061	PARP2	PARP1	20400	0.3366
dec_PARP2_1061	PARP2	PARP3	19815	0.2866
dec_PARP2_1061	PARP2	TNKS1		
dec_PARP2_1061	PARP2	TNKS2	19434	0.1966
dec_PARP2_1062	PARP2	PARP1	20400	0.3058
dec_PARP2_1062	PARP2	PARP3	19815	0.3220
dec_PARP2_1062	PARP2	TNKS1		
dec_PARP2_1062	PARP2	TNKS2	19434	0.1505
dec_PARP2_1063	PARP2	PARP1	20400	0.3006
dec_PARP2_1063	PARP2	PARP3	19815	0.2754
dec_PARP2_1063	PARP2	TNKS1		
dec_PARP2_1063	PARP2	TNKS2	19434	0.1253
dec_PARP2_1064	PARP2	PARP1	20400	0.3067
dec_PARP2_1064	PARP2	PARP3	19815	0.3041
dec_PARP2_1064	PARP2	TNKS1		
dec_PARP2_1064	PARP2	TNKS2	19434	0.1849
dec_PARP2_1065	PARP2	PARP1	20400	0.2919
dec_PARP2_1065	PARP2	PARP3	19815	0.3149
dec_PARP2_1065	PARP2	TNKS1		
dec_PARP2_1065	PARP2	TNKS2	19434	0.1449
dec_PARP2_1066	PARP2	PARP1	20400	0.3282
dec_PARP2_1066	PARP2	PARP3	19815	0.3144
dec_PARP2_1066	PARP2	TNKS1		
dec_PARP2_1066	PARP2	TNKS2	19434	0.1847
dec_PARP2_1067	PARP2	PARP1	20400	0.2544
dec_PARP2_1067	PARP2	PARP3	19815	0.3161
dec_PARP2_1067	PARP2	TNKS1		
dec_PARP2_1067	PARP2	TNKS2	19434	0.1646
dec_PARP2_1068	PARP2	PARP1	20400	0.2863
dec_PARP2_1068	PARP2	PARP3	19815	0.3459
dec_PARP2_1068	PARP2	TNKS1		
dec_PARP2_1068	PARP2	TNKS2	19434	0.1949
dec_PARP2_1069	PARP2	PARP1	20400	0.3030
dec_PARP2_1069	PARP2	PARP3	19815	0.2739
dec_PARP2_1069	PARP2	TNKS1		
dec_PARP2_1069	PARP2	TNKS2	19434	0.1826
dec_PARP2_1070	PARP2	PARP1	20400	0.2743
dec_PARP2_1070	PARP2	PARP3	19815	0.3272
dec_PARP2_1070	PARP2	TNKS1		
dec_PARP2_1070	PARP2	TNKS2	19434	0.2131
dec_PARP2_1071	PARP2	PARP1	20400	0.2881
dec_PARP2_1071	PARP2	PARP3	19815	0.3133
dec_PARP2_1071	PARP2	TNKS1		
dec_PARP2_1071	PARP2	TNKS2	19434	0.1574
dec_PARP2_1072	PARP2	PARP1	20400	0.3132
dec_PARP2_1072	PARP2	PARP3	19815	0.2156
dec_PARP2_1072	PARP2	TNKS1		
dec_PARP2_1072	PARP2	TNKS2	19434	0.0946
dec_PARP2_1073	PARP2	PARP1	20400	0.2788
dec_PARP2_1073	PARP2	PARP3	19815	0.2895
dec_PARP2_1073	PARP2	TNKS1		
dec_PARP2_1073	PARP2	TNKS2	19434	0.1565
dec_PARP2_1074	PARP2	PARP1	20400	0.2901
dec_PARP2_1074	PARP2	PARP3	19815	0.3020
dec_PARP2_1074	PARP2	TNKS1		
dec_PARP2_1074	PARP2	TNKS2	19434	0.1547
dec_PARP2_1075	PARP2	PARP1	20400	0.3096
dec_PARP2_1075	PARP2	PARP3	19815	0.2816
dec_PARP2_1075	PARP2	TNKS1		
dec_PARP2_1075	PARP2	TNKS2	19434	0.1627
dec_PARP2_1076	PARP2	PARP1	20400	0.3141
dec_PARP2_1076	PARP2	PARP3	19815	0.2831
dec_PARP2_1076	PARP2	TNKS1		
dec_PARP2_1076	PARP2	TNKS2	19434	0.1714
dec_PARP2_1077	PARP2	PARP1	20400	0.3040
dec_PARP2_1077	PARP2	PARP3	19815	0.2560
dec_PARP2_1077	PARP2	TNKS1		
dec_PARP2_1077	PARP2	TNKS2	19434	0.1480
dec_PARP2_1078	PARP2	PARP1	20400	0.2868
dec_PARP2_1078	PARP2	PARP3	19815	0.3202
dec_PARP2_1078	PARP2	TNKS1		
dec_PARP2_1078	PARP2	TNKS2	19434	0.2028
dec_PARP2_1079	PARP2	PARP1	20400	0.2557
dec_PARP2_1079	PARP2	PARP3	19815	0.2667
dec_PARP2_1079	PARP2	TNKS1		
dec_PARP2_1079	PARP2	TNKS2	19434	0.1656
dec_PARP2_1080	PARP2	PARP1	20400	0.3088
dec_PARP2_1080	PARP2	PARP3	19815	0.2840
dec_PARP2_1080	PARP2	TNKS1		
dec_PARP2_1080	PARP2	TNKS2	19434	0.2066
dec_PARP2_1081	PARP2	PARP1	20400	0.2679
dec_PARP2_1081	PARP2	PARP3	19815	0.3040
dec_PARP2_1081	PARP2	TNKS1		
dec_PARP2_1081	PARP2	TNKS2	19434	0.1190
dec_PARP2_1082	PARP2	PARP1	20400	0.2668
dec_PARP2_1082	PARP2	PARP3	19815	0.2832
dec_PARP2_1082	PARP2	TNKS1		
dec_PARP2_1082	PARP2	TNKS2	19434	0.1206
dec_PARP2_1083	PARP2	PARP1	20400	0.2667
dec_PARP2_1083	PARP2	PARP3	19815	0.2738
dec_PARP2_1083	PARP2	TNKS1		
dec_PARP2_1083	PARP2	TNKS2	19434	0.1574
dec_PARP2_1084	PARP2	PARP1	20400	0.2931
dec_PARP2_1084	PARP2	PARP3	19815	0.2538
dec_PARP2_1084	PARP2	TNKS1		
dec_PARP2_1084	PARP2	TNKS2	19434	0.1658
dec_PARP2_1085	PARP2	PARP1	20400	0.2808
dec_PARP2_1085	PARP2	PARP3	19815	0.3140
dec_PARP2_1085	PARP2	TNKS1		
dec_PARP2_1085	PARP2	TNKS2	19434	0.1944
dec_PARP2_1086	PARP2	PARP1	20400	0.2709
dec_PARP2_1086	PARP2	PARP3	19815	0.2658
dec_PARP2_1086	PARP2	TNKS1		
dec_PARP2_1086	PARP2	TNKS2	19434	0.1212
dec_PARP2_1087	PARP2	PARP1	20400	0.3040
dec_PARP2_1087	PARP2	PARP3	19815	0.2880
dec_PARP2_1087	PARP2	TNKS1		
